Text,Normalized Result
慢支炎 / 肺气肿,慢性 / 支气炎 / 肺气肿
急性 / 前壁 / 心肌 / 再 / 梗死 / Killip / Ⅲ / 级,急性 / 前壁 / 再发 / 心肌梗死 / KillipIII / 级
额部 / 软组织 / 挫 / 擦伤,头部 / 损伤
习惯 / 性质 / 改变 / 查肠 / 镜检查,习惯 / 改变
L / 椎体 / 压缩性 / 骨折,腰椎 / 压缩性 / 骨折 / 腰椎 / 骨折 / L
风湿性 / 瓣膜病,风湿性 / 心脏病 / 心脏 / 瓣膜病
脑 / 动脉 / 痉挛 / 脑功 / 失调 / 睡眠 / 障碍,脑 / 动脉 / 痉挛 / 睡眠 / 障碍
右侧 / 豌豆 / 骨全 / 性骨折,豆骨 / 骨折
左 / 膝关节 / 软组织 / 挤压 / 伤,膝部 / 挤压 / 伤
双肩 / 颈部 / 肿痛,颈部 / 肿胀 / 躯干 / 肿胀
关节 / 周围 / 软组织 / 挫伤,躯干 / 未 / 特指 / 损伤 / 水平 / 未 / 特指
菌痢,未 / 特指 / 细菌性痢疾
双眼 / 玻璃体 / 血,玻璃体 / 积血
左侧 / 胸壁 / 先天性 / 鳃裂 / 瘘,鳃裂 / 瘘
左侧 / 腹直 / 肌 / 拉伤,腹部 / 下 / 背 / 骨盆 / 肌肉 / 肌腱 / 损伤
胃窦 / 隆 / 病变 / 镜 / 粘膜 / 下 / 剥术,胃 / 术后 / 胃 / 十指 / 肠未 / 特指 / 疾病
双 / 肺气肿 / 肺泡 / 形成,肺气肿 / 肺疱
耳廓 / 肿物 / 纤维瘤,耳廓 / 肿物 / 耳廓 / 良性肿瘤 / 纤维瘤
右肺 / 下叶 / 鳞癌,右肺 / 下叶 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
狼疮 / 足 / 细胞 / 病,系统性 / 红斑狼疮 / 累 / 器官 / 系统
痤疮 / 样疹 / 激素 / 赖性 / 脂溢性,痤疮 / 样 / 皮疹 / 激素 / 赖 / 性皮炎 / 脂溢 / 性皮炎
喉高 / 分化 / 鳞状 / 细胞 / 癌,喉 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
右侧 / 肋骨 / 骨折,肋骨 / 发 / 性骨折
慢性 / 淤胆性 / 脾肿,脾
糖尿病 / 肾病 / 反流性 / 食炎,糖尿病 / 性 / 肾病 / 反流性 / 食炎
外周 / 动脉硬化 / 狭窄,动脉硬化 / 动脉 / 狭窄
双 / 乳腺病 / 伴 / 部分 / 导 / 扩张 / 皮 / 汗腺 / 化,乳房 / 未 / 特指 / 疾患 / 乳腺 / 导 / 扩张 / 症
冠心病 / 高血压 / 糖尿病 / 骨关节 / 病,冠状动脉 / 粥样 / 硬化性 / 心脏病 / 高血压 / 糖尿病 / 骨关节 / 病
左胫前 / 远端 / 恶性 / 黑素瘤 / TNMIIC / 期,下肢 / 恶性 / 黑色素瘤 / 恶性 / 黑色素瘤
子宫 / 膜 / 腺癌 / IB / 期 / G / 术后 / 放疗 / 细胞 / 减少 / 肝功 / 异 / 抑郁症 / 高血脂 / 行动,子宫 / 膜 / 恶性肿瘤 / 腺癌 / 恶性肿瘤 / 术后 / 放疗 / 细胞 / 减少 / 肝功 / 异 / 高脂血症 / 抑郁症
重症 / 型 / 红斑,重症 / 型形 / 红斑
孕月 / 先兆 / 产,先兆 / 产孕周
血吸虫 / 性 / 肝硬变,血吸虫 / 性 / 肝硬化
肾癌 / 尿路感染,肾 / 恶性肿瘤 / 泌尿系 / 感染 / 癌
鼻部 / 疤痕 / 挛缩 / 缺损,瘢痕 / 挛缩 / 鼻部 / 瘢痕
卵巢癌 / 术后 / 复发 / 次 / 化疗 / 后,卵巢 / 术后 / 卵巢 / 恶性肿瘤 / 恶性肿瘤 / 复发 / 癌 / 化学治疗
龟头 / 型 / 尿道 / 下裂,尿道 / 下裂 / 龟头
疱性 / 表皮 / 坏死 / 松解 / 萎缩性 / 药疹,莱尔 / 综合征 / lyell / 综合征
右手掌 / 烫伤,手部 / 烫伤
右心房 / 血 / 肉瘤,血 / 肉瘤 / 心房 / 恶性肿瘤
右眼 / 高 / 眼压 / 右 / 眼球 / 结膜 / 淋巴 / 循环 / 障碍,高 / 眼压 / 症 / 淋巴 / 回流 / 障碍
右 / 结肠 / 中 / 分化 / 状 / 腺癌,结肠 / 恶性肿瘤 / 状 / 腺癌
慢性 / 非 / 萎缩性 / 伴 / 胃窦 / 部 / 发 / 糜烂,慢性 / 浅表性 / 胃炎 / 糜烂性 / 胃炎
胃功异 / FP / 升高,胃肠 / 功 / 紊乱 / 甲胎 / 蛋异
盲肠 / 绒毛状 / 状 / 腺瘤,盲肠 / 良性肿瘤 / 状 / 绒毛状 / 腺瘤
角膜 / 皮 / 擦伤,角膜 / 擦伤
左 / 肺癌,左肺 / 恶性肿瘤 / 癌
直肠 / 息肉 / 状 / 腺瘤 / 伴 / 低级 / 皮瘤 / 变,直肠 / 良性肿瘤 / 直肠 / 息肉 / 状 / 腺瘤
慢性 / 中耳炎 / 胆脂瘤 / 形成,中耳 / 胆脂瘤 / 中耳炎
慢性 / 结石 / 性 / 胆囊炎 / 伴胆醇 / 沉积,胆囊结石 / 伴 / 慢性 / 胆囊炎 / 胆囊 / 胆醇 / 沉症
右 / 髂 / 总 / 静脉 / 血栓 / 形成,髂 / 静脉 / 血栓 / 形成
肺癌 / 抗敏 / 肝 / 转移,肺 / 恶性肿瘤 / 癌肝 / 继发 / 恶性肿瘤 / 转移性 / 癌
腰椎 / 压缩性 / 骨折,腰椎 / 压缩性 / 骨折
卵巢癌 / IIIC / 期,卵巢 / 恶性肿瘤 / 癌
心律 / 失 / 持续性 / 房颤 / 偶发 / 室早,心律 / 失 / 持续性 / 心房颤动 / 室性 / 期前 / 收缩
口咽 / 干燥,口 / 干
双 / 主动脉弓 / 气 / 软化 / 伴下 / 段 / 狭窄,先天性 / 双 / 主动脉弓 / 气 / 狭窄
右侧 / 海马 / 硬化,脑 / 特指 / 疾患
前列腺癌 / 肺 / 转移,前列腺 / 恶性肿瘤 / 癌肺 / 继发 / 恶性肿瘤
慢性 / 肺源 / 心脏病 / 右室 / 增心 / 功级,慢性 / 肺源性 / 心脏病 / 心功 / IV / 级 / NYH / 分级
左 / 足趾 / 黑色素 / 沉,黑色素 / 沉度
停周 / B超 / 提示 / 胎儿 / 骶 / 尾部 / 混合 / 回声,妊娠 / 状态
高脂血症 / 膀胱癌 / 术后,高脂血症 / 膀胱 / 术后 / 膀胱 / 恶性肿瘤 / 癌
右 / 肾积水 / 伴肾 / 功全,肾积水 / 肾功全
前列腺 / 增生 / 术后,前列腺 / 增生 / 前列腺 / 术后
凳子 / 拳头 / 伤 / 头面 / 肩 / 背部 / 肢,人殴 / 踢 / 拧 / 咬 / 抓 / 伤处 / 损伤
扁桃体炎 / 抵抗力 / 低下,扁桃体炎
右 / 腘 / 动脉 / 支架 / 置入 / 术,周围 / 血 / 支架 / 植入术 / 后 / 状态
肝硬化 / 门脉 / 高压 / 脾肿 / 脾功 / 亢进 / 食道 / 胃底 / 静脉曲张,肝硬化 / 门脉 / 高压 / 脾脾功 / 亢进 / 胃底 / 静脉曲张 / 食 / 静脉曲张
Poncet / 综合征 / 外,结核性 / 风湿病 / 篷塞病
双眼 / 轻度 / 障,障
手足 / 廯,手癣 / 足癣
全身 / 淋巴结 / 放化疗 / 后,恶性肿瘤 / 放疗 / 化学治疗 / 未 / 特指 / 淋巴结 / 恶性肿瘤
腹痛 / 腹胀 / 查,腹痛 / 腹胀
先天性 / 面部 / 称查,先天性 / 发育 / 异
颅 / 真菌 / 感染,颅 / 感染 / 真菌 / 感染
双手 / 麻木 / 原查 / 周围 / 神 / 病变 / 性,发性 / 神病 / 发性 / 神炎 / 周围 / 神炎
左 / 股骨 / 骨折 / 术后,股骨 / 骨折 / 骨折 / 术后
GP / 孕周 / 已产 / LO,正 / 分娩
双侧 / 乳腺 / 增生 / 伴 / 双乳 / 囊肿,乳腺 / 增生 / 乳腺 / 囊肿
高血压病 / 脑血 / 病敏性 / 鼻炎 / 抑郁症 / 秘,高血压 / 脑血 / 病敏性 / 鼻炎 / 变应性 / 鼻炎 / 秘 / 抑郁症
左肺 / 中 / 分化腺癌 / TNMIV / 期,左肺 / 恶性肿瘤 / 腺癌 / 淋巴结 / 继发 / 恶性肿瘤
非 / 酒精性 / 性 / 脂肪性 / 肝病,脂肪肝
右侧 / 额 / 颞叶 / 脑 / 挫裂伤 / 血,发性 / 脑 / 挫裂伤 / 创伤性 / 颅血
认知 / 功 / 缺损,认知障碍
妊娠期 / 糖尿病 / GP / 孕周产 / LO,妊娠期 / 糖尿病 / 孕周
贲门 / 早 / Ca,贲门 / 恶性肿瘤 / 癌
恶性肿瘤 / 体 / 造血 / 干细胞 / 移植 / 治疗,恶性肿瘤 / 体 / 造血 / 干细胞 / 移植 / 状态
肝功 / 心功 / 受损 / 外伤性,肝功 / 异
面肿 / 湿阻 / 血瘀 / 月 / 调 / 淋漓,月 / 紊乱
原发 / 退 / 变性 / 胸 / 腰椎 / 侧凸,脊柱 / 侧弯 / 脊椎 / 退行性 / 病变
胸椎 / 血瘤,血瘤
右侧 / 卵巢 / 卵泡 / 膜 / 纤维瘤,纤维 / 卵泡 / 膜 / 细胞 / 瘤 / 卵巢 / 良性肿瘤
心律 / 失 / 心房颤动 / 室性早搏,心律 / 失 / 心房颤动 / 心房 / 纤颤室 / 性期 / 前 / 收缩
造瘘 / 口肠 / 粘膜 / 脱,胃肠道 / 人工 / 造口 / 状态
右侧 / 股骨头 / 骨 / 骺 / 病,股骨头 / 幼年 / 型 / 骨 / 软骨病 / LeggCalvePerthes / 病
右侧 / 胫骨 / 端 / 骨折,胫骨 / 端 / 骨折
左 / 腘 / 肌腱 / 止点 / 撕脱 / 性骨折,胫骨 / 骨折
颅 / 动静脉 / 畸形,头面 / 血 / 畸形
感 / 胃肠 / 型 / 腹腔 / 残余 / 感染,胃肠 / 型感 / 呼吸道 / 感染 / 腹腔 / 感染
身 / 免疫性 / 疾病 / 脏器 / 受累,身 / 免疫病
脓 / 毒血症 / 人型 / 葡萄球菌 / 人型 / 亚种,未 / 特指 / 葡萄球菌 / 性 / 脓毒 / 病
肢 / 躯干 / 无力 / 原查 / 格林 / 巴利 / 综合症 / 外,肢体 / 无力 / 吉兰 / 巴雷 / 综合征
左侧 / 鼻 / 前庭 / 新 / 生物,鼻息肉
子宫 / 膜 / 典型 / 息肉 / 样腺 / 肌瘤,子宫 / 腺 / 肌瘤
右下 / 肺 / 腺癌 / 化疗 / 后,右肺 / 下叶 / 恶性肿瘤 / 腺癌 / 化学治疗
双侧 / 枕叶 / 散小 / 缺血 / 梗塞 / 陈旧性,陈旧性 / 脑梗死
脾 / 错构瘤,脾 / 错构瘤
盆底 / 功 / 障碍性 / 疾病 / 阴道 / 前壁 / 膨 / I / 期,阴道 / 脱垂 / 盆底 / 功 / 障碍
颅脑 / 外伤性 / 意识 / 障碍 / 颞叶 / 硬膜 / 下 / 积液,硬 / 脑膜 / 下 / 积液 / 意识 / 障碍
右足 / 跖 / 趾 / 关节 / 囊 / 破裂 / 伴 / 部分 / 缺失,跖 / 趾 / 关节 / 损伤
息肉 / 组织 / 绒毛状 / 腺瘤,状 / 绒毛状 / 腺瘤
停周 / MR / 提示 / 胎儿 / 后颅 / 窝池 / 扩张,妊娠 / 状态
R / 发热 / 外 / 感染性 / 发热,发热 / 感染性 / 发热
胃低 / 分化腺癌 / 伴印戒 / 细胞 / 癌,胃 / 恶性肿瘤 / 腺癌 / 印戒 / 细胞 / 癌
腰椎间盘 / 术椎间 / 植骨 / 融合,腰椎 / 术后
食 / 贲门 / 恶性肿瘤,食 / 恶性肿瘤 / 贲门 / 恶性肿瘤
右小腿 / 足 / 背 / 皮肤 / 缺损 / 坏死,下肢 / 皮肤 / 坏死 / 下肢 / 皮肤 / 缺损 / 足 / 坏死 / 皮肤 / 缺损
放射性 / 口腔炎,口炎 / 放射性 / 损害
肾癌 / 左,肾 / 恶性肿瘤 / 癌
右肺 / 周围 / 型 / 中 / 分化 / 肺癌 / IIIa,右 / 肺叶 / 恶性肿瘤 / 癌
TSH / 增 / 高原 / 非 / 甲状腺 / 病态 / 综合征,甲状腺 / 功正 / 病态 / 综合征
造瘘 / 口 / 部分 / 肠 / 坏死 / 伴 / 坍陷,肠 / 坏死 / 人工 / 造口 / 状态
双侧 / 急性 / 硬膜 / 下 / 血肿,硬膜 / 下 / 血肿
高尿酸 / 肝脏 / 功 / 轻度 / 减退 / 高血糖,高尿酸 / 血症 / 肝功 / 异 / 血糖 / 升高
先天性 / 脑垂体 / 发育 / 良,垂体 / 发育 / 良
非 / 甲状腺 / 病态 / 综合征,甲状腺 / 功正 / 病态 / 综合征
尔茨 / 海默病 / 重度 / 痴呆,尔茨 / 海默病 / 性 / 痴呆
下颌 / 面 / 发育 / 全,先天性 / 颅面 / 发育 / 全
先天性 / 关节 / 脱位,身体 / 未 / 特指 / 部位 / 脱位 / 扭伤 / 劳损
胎儿 / 异脏 / 外翻 / 胸腹 / 壁 / 缺损,胎儿 / 腹裂
左侧 / 听神瘤,听神瘤
T / 年 / 性病变 / 压缩性,胸椎 / 压缩性 / 骨折 / 胸椎 / 骨折 / TT
中枢性 / 损害 / 提示 / 脑干 / 水平 / 改变,脑干 / 损伤
左侧 / 额窦 / 筛 / 窦新 / 生物,额窦 / 息肉 / 筛窦 / 息肉
隐性 / 骶裂 / 骶 / 隐裂,先天性 / 腰 / 骶椎 / 隐裂
宫颈 / 高中 / 分化 / 鳞状 / 细胞 / 癌,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
腹水 / 原查 / 肝硬化 / 性 / 腹水 / 性,腹水 / 肝硬化
颌 / 窦 / 粘膜 / 下 / 囊肿,颌 / 窦 / 囊肿
周 / 疤痕 / 子宫 / 高年 / 胎儿 / 染色体 / 意义 / 明,瘢痕 / 子宫 / 妊娠 / 状态
型 / 糖尿病 / 糖尿病 / 肾病,型 / 糖尿病 / 糖尿病 / 性 / 肾病
维生素 / 足 / 消化 / 功 / 紊乱,维生素 / 缺乏 / 胃肠 / 功 / 紊乱
颈髓 / 变性 / 病变,脊髓 / 变性 / 脊髓 / 病
妊娠 / 周 / 孕产 / 胎 / LO / 剖宫产,无 / 指征 / 剖宫产 / 胎 / 分娩
肝门 / 部胆 / 细胞 / 癌,肝 / 恶性肿瘤 / 肝胆 / 细胞 / 癌
部分 / 小肠 / 标 / 小肠 / 异位 / 胃粘膜 / 异位 / 胰腺,先天性 / 胃粘膜 / 异位 / 先天性 / 胰腺 / 异位
原发性 / 甲状旁腺 / 亢进症,原发性 / 甲状旁腺 / 功 / 亢进
宫颈 / 原位 / 腺癌,子宫颈 / 恶性肿瘤 / 原位 / 腺癌
子宫 / 血 / 系统性 / 红斑狼疮 / 中度 / 贫血,异 / 子宫 / 血 / 系统性 / 红斑狼疮 / 中度 / 贫血
疱性 / 表皮 / 松解 / 萎缩 / 坏死 / 型 / 药疹,莱尔 / 综合征 / lyell / 综合征
颈 / 腰部 / 疼痛 / 查,颈痛 / 腰痛
双 / 右耳 / 突发性 / 耳聋 / 左耳 / 感音 / 神性 / 耳聋,侧感音 / 神性 / 聋 / 突发性 / 聋
RH / 母儿 / 血型 / 合宫 / 溶血,新生儿 / Rh / 血型 / 合 / 溶血 / 病
急性 / 脑血 / 病变,脑卒中
前列腺 / 放射性 / 粒子 / 植入术 / 后,前列腺 / 恶性肿瘤 / 恶性肿瘤 / 放射性 / 粒子 / 置入 / 治疗
血性 / 认知 / 功 / 减退,血性 / 认知 / 功 / 障碍
鼻咽 / 未 / 分化 / 非 / 角化 / 癌 / TNM,鼻咽 / 恶性肿瘤 / 未 / 分化 / 癌
全性 / 流产,未 / 特指 / 流产 / 完全性 / 无发症
周身 / 游走 / 性 / 疼痛,疼痛
肾 / 错构瘤 / 破裂 / 血右,肾 / 错构瘤 / 破裂 / 血
童年 / 孤症,儿童 / 孤症
腹痛 / 未 / 特指 / 肠癌 / 术后,腹痛 / 胃肠道 / 恶性肿瘤 / 癌
胸段 / 硬膜 / 下发 / 性 / 血肿 / 伴全 / 瘫,硬脊 / 膜 / 下 / 血肿 / 完全性 / 瘫痪
左肺 / 放射性 / 肺纤维化 / 干细胞 / 治疗 / 后,肺纤维化
右耳 / 听力 / 重度 / 障碍 / 左耳 / 听力 / 中度 / 障碍,听功 / 障碍
胃底 / 隆 / 病变 / CG / 糜烂,糜烂性 / 胃炎 / 慢性 / 胃炎 / 胃 / 十指 / 肠未 / 特指 / 疾病
中度 / 听力 / 损害,听功 / 障碍
右甲癌 / 全 / 术后,甲状腺 / 恶性肿瘤 / 癌 / 甲状腺 / 术后
EST / 柱状 / 球囊 / 扩张 / 术 / 胆取 / 石术 / ENBD / 后,胆结石 / 胆道 / 术后
结肠癌 / 术后 / 复查 / 血 / 秘肠 / 镜检查 / 预防 / 血,结肠 / 术后 / 结肠 / 恶性肿瘤 / 血 / 秘癌
肾 / 组织 / 增殖性 / 病变 / 球性 / 硬化 / 排糖,肾小球 / 硬化
胸椎 / 骨折 / 伴 / 脊髓 / 损害,胸椎 / 骨折 / 胸部 / 脊髓 / 损伤
结肠 / 肿物 / 术后,结肠 / 肿物 / 结肠 / 术后
双侧 / 听力 / 重度 / 损害,听功 / 障碍
左 / 下肢 / 无力 / 儿麻 / 后遗症,肢体 / 无力 / 脊髓灰质炎 / 后遗症
睡眠 / 呼吸 / 低 / 通气 / 综合征,睡眠 / 低 / 通气 / 综合征
气造口 / 状态 / 气开 / 术后,气造口 / 状态
左侧 / 肾盂 / 癌,肾盂 / 恶性肿瘤 / 癌
骶骨 / 神 / 纤维瘤,神 / 纤维瘤 / 病 / VonRecklinghausen / 病
双 / 肾动脉 / 支架 / 置入 / 术 / PT,血 / 支架 / 植入术 / 后 / 状态
小儿 / 急性 / 喉支 / 气炎,急性 / 支气炎 / 急性 / 喉炎
膝部 / 血瘤,血瘤
冠心病 / 陈旧性 / 心梗 / 脑梗塞,冠状动脉 / 粥样 / 硬化性 / 心脏病 / 陈旧性 / 心肌梗死 / 脑梗死
双侧 / 肾盂 / 输尿 / 积液,肾积水 / 输尿 / 积水
颌下 / 皮肤 / 裂伤,颞颌 / 下区 / 开放性 / 损伤
颅 / 静脉 / 窦 / 血栓 / 形成 / 治疗 / 后,非 / 化脓性 / 颅 / 静脉 / 窦 / 血栓 / 形成
右 / 足趾 / 外伤性 / 缺血 / 坏死,足趾 / 损伤 / 足 / 坏死
结肠 / 息肉 / 腺瘤,结肠 / 良性肿瘤 / 息肉 / 样 / 腺瘤
肌间 / 静脉 / 血栓 / 形成,静脉 / 血栓 / 形成
鼻咽 / 低 / 分化 / 鳞癌 / 放射治疗,鼻咽 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
甲状腺 / 轻度 / 非典型 / 病变,未 / 特指 / 甲状腺 / 疾患
左 / 丘脑 / 腔隙 / 灶 / 脑质 / 缺血,脑血供 / 血足腔隙 / 性 / 脑梗死
慢性 / 浅表性 / 胃炎 / 伴灶 / 性肠 / 皮化生,慢性 / 浅表性 / 胃炎 / 肠 / 皮化生
肺 / 恶性肿瘤 / 冠状动脉 / 供血足 / 高脂血症 / 肝肾 / 阴虚,肺 / 恶性肿瘤 / 冠状动脉 / 供血足 / 高脂血症
隔 / 淋巴结 / 放化疗 / 后,恶性肿瘤 / 放疗 / 化学治疗 / 未 / 特指 / 淋巴结 / 恶性肿瘤
停周 / MR / 提示 / 胎儿 / 左 / 肾 / 稍 / 肾盏 / 扩张,妊娠 / 状态
窦性 / 左室 / 高 / 电压 / 轻度 / 缺血 / 改变,窦性心 / 律失
尺 / 桡骨 / 折骨,尺骨 / 骨折 / 接 / 桡骨 / 骨折 / 接
卵巢 / 异 / 信号 / 影,特指 / 身体 / 结构 / 诊断 / 性影 / 检查 / 异
动脉 / 粥样 / 硬化 / 斑块 / 伴 / 狭窄,动脉 / 粥样 / 硬化 / 动脉 / 狭窄
左眼 / 视网膜 / 全部 / 脱 / 右眼 / 部分 / 脱,视网膜 / 脱
妊娠 / 周 / 孕产 / GDM,孕周 / 妊娠期 / 糖尿病
左 / 腓肠神 / 断裂,神 / 断裂
双肺 / 炎症 / 双侧 / 胸腔 / 积液,肺炎 / 胸腔 / 积液
右 / 鼻腔 / 新 / 生物 / Ca,鼻腔 / 恶性肿瘤 / 癌
耳部 / 恶性肿瘤,恶性肿瘤 / 耳部 / 肿瘤
颈 / 腰椎病 / 股 / 动静脉 / 斑块 / 形成,颈椎病 / 腰椎病
胸壁 / 未 / 分化 / 高级 / 形性 / 肉瘤,胸部 / 恶性肿瘤 / 肉瘤
左心室 / 心肌 / 先天性 / 发育 / 良,左心 / 发育 / 良 / 综合征
面部皮肤 / 乳头状 / 肿瘤,乳头状 / 瘤 / 面部皮肤 / 良性肿瘤
膝翻 / 轻度 / 左侧 / 肋 / 外翻 / 轻度,膝翻 / 肋骨 / 畸形
躯体 / 化功 / 障碍 / 周围 / 神 / 病变,发性 / 神病 / 发性 / 神炎 / 周围 / 神炎 / 躯体 / 性机 / 障碍
痛闭 / 盆腔炎,痛闭 / 女性 / 盆腔炎
未 / 分化 / 缔 / 组织 / 病 / PBC,结缔组织 / 病
右乳 / 浸润性 / 导癌 / 伴 / 肝脏 / 转移,乳腺 / 恶性肿瘤 / 肝 / 继发 / 恶性肿瘤 / 浸润性 / 导癌 / 转移性 / 导癌
右侧 / 甲状腺 / 滤泡 / 型 / 腺瘤,甲状腺 / 良性肿瘤 / 滤泡 / 性 / 腺瘤
右乳 / 纤维 / 囊性 / 乳腺病 / 纤维 / 腺瘤,乳腺 / 良性肿瘤 / 纤维 / 腺瘤 / 乳房 / 纤维 / 囊性 / 乳腺病
直肠 / 侧生型 / 腺瘤,直肠 / 良性肿瘤 / 腺瘤
双眼 / 后 / 巩膜 / 加 / 术后,眼 / 术后
外耳道 / 炎 / 急性,急性 / 外耳道 / 炎
左 / 外耳道 / 闭锁 / 左耳 / 腮裂 / 瘘,鳃裂 / 瘘 / 先天性 / 外耳道 / 闭锁
双侧 / 原发性 / 膝关节 / 病,膝关节 / 病
左肺 / 鳞癌 / 伴 / 左 / 肺门 / 左隔 / 淋巴结 / 肝 / 转移 / Ⅳ / 期,左 / 肺叶 / 恶性肿瘤 / 鳞状 / 细胞 / 癌肺 / 继发 / 恶性肿瘤 / 隔 / 淋巴结 / 继发 / 恶性肿瘤 / 肝 / 继发 / 恶性肿瘤 / 转移性 / 鳞状 / 细胞 / 癌
原 / 发病 / 查 / 继发性 / 色素 / 沉,色素 / 沉未 / 特指 / 疾患
颈椎病 / 颈椎 / 小 / 关节 / 紊乱 / 眩晕,颈椎病 / 颈椎 / 小 / 关节 / 紊乱
GP / 孕周产 / LO / 胎膜 / 早破 / 疤痕 / 子宫,孕周 / 胎膜 / 早破 / 瘢痕 / 子宫
右 / 腮腺 / 肿物,唾液腺 / 肿物
血斑 / 痣,血痣
右 / 卵巢 / 浆液 / 性囊 / 腺癌,卵巢 / 恶性肿瘤 / 浆液 / 性囊 / 腺癌
右足 / 跖骨 / 基 / 底部 / 游体 / 建议 / 结合 / 病史,关节 / 游体
躯体 / 化 / 障碍 / 外伤 / 后 / 神症 / 反应,躯体 / 化 / 障碍
病理性 / 椎体 / 压缩 / 骨折,病理性 / 骨折 / 脊柱 / 骨折
L / 右侧 / 横 / 突锥弓 / 棘突 / 根部 / 骨质 / 破坏,骨质 / 破坏
陈 / 发性 / 房颤 / 窦缓,阵发性 / 心房颤动 / 窦性心 / 动缓
汗腺 / 孔癌,汗腺 / 恶性肿瘤 / 癌
皮肤 / 软组织 / 感染,软组织 / 感染 / 皮肤感染
肠 / 粘膜 / 松弛 / 套叠,肠套叠
右眼 / 视网膜 / 裂空 / 变性 / 激后,视网膜 / 裂孔
前列腺 / 组织 / 腺癌 / 浸润,前列腺 / 恶性肿瘤 / 腺癌
右乳 / 浸润 / 导癌 / 保乳 / 术后,乳腺 / 恶性肿瘤 / 浸润性 / 导癌 / 乳腺 / 术后
右 / 足趾 / 甲床 / 部分 / 缺损 / 右 / 足趾 / 甲床 / 撕脱,足趾 / 损伤
胆囊 / 绒毛状 / 腺瘤 / 伴灶性 / 重度 / 异型 / 增生,状 / 绒毛状 / 腺瘤 / 胆囊 / 良性肿瘤 / 胆囊 / 典型 / 增生
左 / 乳腺癌 / 术后 / 肝 / Ｍ / 化疗 / 吐 / 化疗 / 后 / WBC / 小 / 化疗 / 肝 / 损伤 / 失眠,乳腺 / 术后 / 乳腺 / 恶性肿瘤 / 肝 / 继发 / 恶性肿瘤 / 化学 / 药物 / 反应 / 吐 / 细胞 / 减少 / 肝 / 损伤 / 失眠 / 癌
右环 / 指节 / 指骨 / 端生 / 软骨 / 瘤,指 / 骨节 / 骨折
右侧 / 尿路 / 结石 / 术后,泌尿系 / 结石 / 尿道 / 术后
下肢 / 抽搐 / 查,主 / 运动
左乳后 / 右乳 / 肿块 / 脂肪瘤,乳房 / 肿物 / 乳房 / 脂肪瘤
L / 椎 / 硬膜外 / 血肿 / 全 / 截瘫 / 指数,硬膜外 / 血肿
食鳞状 / 细胞 / 化 / 放疗,食 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 恶性肿瘤 / 放疗 / 化学治疗
小 / 细胞 / 肺癌 / 限局期 / 化疗 / 止吐 / 化疗 / 预处理 / 低钾血症 / 水肿 / 髋部 / 周围 / 神 / 主神 / 恶性肿瘤,肺 / 恶性肿瘤 / 小 / 细胞 / 癌 / 低钾血症 / 水肿 / 髋部 / 周围 / 神 / 主神 / 恶性肿瘤
发 / 性子宫 / 肌瘤,子宫 / 发性 / 平滑肌 / 瘤 / 子宫 / 平滑肌 / 瘤
遗性 / 运动 / 神病,遗性 / 运动 / 神元病
脑损伤 / 低 / 钙,低 / 钙 / 血症 / 中枢 / 神 / 系统 / 未 / 特指 / 疾患
股 / 外侧 / 皮神 / 麻痹,皮神 / 卡压 / 综合征
慢性 / 肾衰竭 / 急性 / 肾衰竭,慢性 / 肾衰竭 / 急性 / 肾衰竭
敏性 / 鼻炎 / 哮喘,敏性 / 鼻炎 / 变应性 / 鼻炎 / 支气 / 哮喘
干燥 / 综合征 / 继发 / 间质性 / 肺病,干燥 / 综合征 / 舍格伦 / 综合征 / 间质性 / 肺病
支气 / 哮喘 / 肺部 / 感染,支气 / 哮喘 / 肺部 / 感染
左腿 / 肌肉 / 扭伤,下肢 / 肌肉 / 损伤
慢性 / 肾功 / 衰竭 / 急性 / 肾 / 损害 / 防冻液 / 中毒 / 中 / 毒性 / 脑病,慢性 / 肾衰竭 / 急性 / 肾功全 / 防冻液 / 中毒 / 中 / 毒性 / 脑病
结肠 / 腺癌 / 癌性 / 腹水,结肠 / 恶性肿瘤 / 腺癌 / 恶性 / 腹腔 / 积液 / 癌
穿刺 / 检 / 右肺 / 占位 / 预防 / 血,肺 / 占位性 / 病变
急性 / 粒细胞 / 性血病 / M / 型,急性 / 粒细胞 / 性血病 / 部分 / 分化 / 型 / M / 型
尖瓣 / 置换 / 状态,具 / 心脏 / 瓣膜 / 置换
双侧 / 鼻腔 / 鼻息肉,鼻腔 / 息肉 / 鼻息肉
阴道炎 / 阴道 / 假丝 / 酵母菌 / 病,念珠菌性 / 阴道炎
左侧 / 基底节 / 血性 / 病变 / 静脉 / 畸形 / 伴 / 海绵状 / 血瘤,基底节 / 病变 / 海绵状 / 血瘤
腰 / 腰椎间盘 / 脱症,颈 / 椎间盘 / 脱
移植 / 供 / 肾 / 纤维化 / 严重,肾移植 / 状态
子宫 / 膜 / 中 / 低 / 分化 / 膜样 / 腺癌,子宫 / 膜样 / 腺癌 / 子宫 / 膜 / 恶性肿瘤
