Text,Normalized Result,label
卵巢癌术后复发第六次化疗后,卵巢术后 卵巢恶性肿瘤 恶性肿瘤复发 癌 化学治疗,1.0
龟头型尿道下裂,尿道下裂龟头的,1.0
大疱性表皮坏死松解萎缩性药疹,莱尔综合征lyell综合征,1.0
右手掌烫伤,手部烫伤,1.0
右心房血管肉瘤,血管肉瘤 心房恶性肿瘤,1.0
右眼高眼压右眼球结膜淋巴循环障碍,高眼压症 淋巴回流障碍,1.0
右半结肠中分化管状腺癌,结肠恶性肿瘤 管状腺癌,1.0
慢性非萎缩性伴胃窦部多发糜烂,慢性浅表性胃炎 糜烂性胃炎,1.0
胃功能异常AFP升高,胃肠功能紊乱 甲胎蛋白异常,1.0
盲肠绒毛状管状腺瘤可能,盲肠良性肿瘤 管状绒毛状腺瘤,1.0
角膜上皮擦伤,角膜擦伤,1.0
左肺癌,左肺恶性肿瘤 癌,1.0
直肠息肉管状腺瘤伴低级别上皮内瘤变,直肠良性肿瘤 直肠息肉 管状腺瘤,1.0
慢性中耳炎胆脂瘤形成,中耳胆脂瘤 中耳炎,1.0
慢性结石性胆囊炎伴胆固醇沉积,胆囊结石伴慢性胆囊炎 胆囊胆固醇沉着症,1.0
右髂总静脉血栓形成,髂静脉血栓形成,1.0
肺癌抗过敏肝转移,肺恶性肿瘤 癌 肝继发恶性肿瘤 转移性癌,1.0
第一腰椎压缩性骨折,腰椎压缩性骨折,1.0
卵巢癌IIIC期,卵巢恶性肿瘤 癌,1.0
心律失常持续性房颤偶发室早,心律失常 持续性心房颤动 室性期前收缩,1.0
口咽干燥,口干,1.0
双主动脉弓气管软化伴下段狭窄,先天性双主动脉弓 气管狭窄,1.0
右侧海马硬化,脑其他特指的疾患,1.0
前列腺癌肺转移,前列腺恶性肿瘤 癌 肺继发恶性肿瘤,1.0
慢性肺源心脏病右室增大心功4级,慢性肺源性心脏病 心功能IV级NYHA分级,1.0
左足3趾黑色素沉着,其他黑色素沉着过度,1.0
停经232周B超提示胎儿骶尾部混合回声,妊娠状态,1.0
高脂血症膀胱癌术后,高脂血症 膀胱术后 膀胱恶性肿瘤 癌,1.0
右肾积水伴肾功能不全,肾积水 肾功能不全,1.0
前列腺增生切除术后,前列腺增生 前列腺术后,1.0
用凳子拳头打伤头面肩背部及四肢,被别人殴打踢拧咬或抓伤 多处损伤,1.0
扁桃体炎抵抗力低下,扁桃体炎,1.0
右腘动脉支架置入术,周围血管支架植入术后状态,1.0
肝硬化门脉高压脾肿大脾功能亢进食道胃底静脉曲张,肝硬化 门脉高压 脾大 脾功能亢进 胃底静脉曲张 食管静脉曲张,1.0
Poncet综合征不除外,结核性风湿病篷塞病,1.0
双眼轻度白内障,白内障,1.0
手足廯,手癣 足癣,1.0
全身淋巴结放化疗后,恶性肿瘤放疗 化学治疗 未特指的淋巴结恶性肿瘤,1.0
腹痛腹胀待查,腹痛 腹胀,1.0
先天性面部不对称待查,先天性发育异常,1.0
颅内真菌感染,颅内感染 真菌感染,1.0
双手麻木原因待查周围神经病变可能性大,多发性神经病多发性神经炎周围神经炎,1.0
左股骨骨折术后,股骨骨折 骨折术后,1.0
G4P2孕39周已产LOA,正常分娩,1.0
双侧乳腺增生伴双乳囊肿,乳腺增生 乳腺囊肿,1.0
高血压病脑血管病过敏性鼻炎抑郁症便秘,高血压 脑血管病 过敏性鼻炎变应性鼻炎 便秘 抑郁症,1.0
左肺中分化腺癌T4N3M1IV期,左肺恶性肿瘤 腺癌 淋巴结继发恶性肿瘤,1.0
非酒精性单纯性脂肪性肝病,脂肪肝,1.0
右侧额颞叶脑挫裂伤出血,多发性大脑挫裂伤 创伤性颅内出血,1.0
认知功能缺损,认知障碍,1.0
妊娠期糖尿病G4P1孕394周待产LOA,妊娠期糖尿病 孕39周,1.0
贲门早Ca,贲门恶性肿瘤 癌,1.0
恶性肿瘤自体造血干细胞移植治疗,恶性肿瘤 自体造血干细胞移植状态,1.0
肝功能心功能受损外伤性,肝功能异常,1.0
面肿湿阻血瘀月经不调淋漓,月经紊乱,1.0
原发退变性胸腰椎侧凸,脊柱侧弯 脊椎退行性病变,1.0
第4胸椎血管瘤,血管瘤,1.0
右侧卵巢卵泡膜纤维瘤,纤维卵泡膜细胞瘤 卵巢良性肿瘤,1.0
心律失常心房颤动室性早搏,心律失常 心房颤动心房纤颤 室性期前收缩,1.0
造瘘口肠粘膜脱出,胃肠道的其他人工造口状态,1.0
右侧股骨头骨骺病,股骨头幼年型骨软骨病LeggCalvePerthes病,1.0
右侧胫骨上端骨折,胫骨上端骨折,1.0
左腘肌腱止点撕脱性骨折,胫骨骨折,1.0
颅内动静脉畸形,头面血管畸形,1.0
上感胃肠型腹腔残余感染,胃肠型感冒 上呼吸道感染 腹腔感染,1.0
自身免疫性疾病多脏器受累,自身免疫病,1.0
脓毒血症人型葡萄球菌人型亚种,未特指的葡萄球菌性脓毒病,1.0
四肢躯干无力原因待查格林巴利综合症不除外,肢体无力 吉兰巴雷综合征,1.0
左侧鼻前庭新生物,鼻息肉,1.0
子宫内膜不典型息肉样腺肌瘤,子宫腺肌瘤,1.0
右下肺腺癌化疗后,右肺下叶恶性肿瘤 腺癌 化学治疗,1.0
双侧枕叶散在小缺血梗塞陈旧性,陈旧性脑梗死,1.0
脾错构瘤,脾错构瘤,1.0
盆底功能障碍性疾病阴道前壁膨出I期,阴道脱垂 盆底功能障碍,1.0
颅脑外伤性意识障碍颞叶硬膜下积液,硬脑膜下积液 意识障碍,1.0
右足第15跖趾关节囊破裂伴部分缺失,跖趾关节损伤,1.0
息肉切除组织123均为绒毛管状腺瘤,管状绒毛状腺瘤,1.0
停经392周MR提示胎儿后颅窝池扩张,妊娠状态,1.0
R50900发热不除外感染性发热,发热 感染性发热,1.0
胃低分化腺癌伴印戒细胞癌,胃恶性肿瘤 腺癌 印戒细胞癌,1.0
腰椎间盘切除术椎间植骨融合内,腰椎术后,1.0
食管和贲门恶性肿瘤,食管恶性肿瘤 贲门恶性肿瘤,1.0
右小腿及足背皮肤缺损并坏死,下肢皮肤坏死 下肢皮肤缺损 足坏死 皮肤缺损,1.0
放射性口腔炎,口炎 放射性损害,1.0
肾癌左,肾恶性肿瘤 癌,1.0
右上肺周围型中分化肺癌IIIa,右肺上叶恶性肿瘤 癌,1.0
TSH增高原因非甲状腺病态综合征,甲状腺功能正常的病态综合征,1.0
造瘘口部分肠管坏死伴坍陷,肠坏死 人工造口状态,1.0
双侧急性硬膜下血肿,硬膜下血肿,1.0
高尿酸肝脏功能轻度减退高血糖,高尿酸血症 肝功能异常 血糖升高,1.0
先天性脑垂体发育不良,垂体发育不良,1.0
非甲状腺病态吧综合征,甲状腺功能正常的病态综合征,1.0
阿尔茨海默病重度痴呆,阿尔茨海默病性痴呆,1.0
下颌面发育不全,先天性颅面发育不全,1.0
先天性关节脱位,身体未特指部位的脱位扭伤和劳损,1.0
胎儿异常内脏外翻胸腹壁缺损,胎儿腹裂,1.0
左侧听神经瘤,听神经瘤,1.0
T1112老年性病变或压缩性,胸椎压缩性骨折 胸椎骨折T11T12,1.0
中枢性损害提示脑干水平改变,脑干损伤,1.0
左侧额窦筛窦新生物,额窦息肉 筛窦息肉,1.0
隐性骶裂骶1隐裂,先天性腰骶椎隐裂,1.0
宫颈高中分化鳞状细胞癌,子宫颈恶性肿瘤 鳞状细胞癌,1.0
腹水原因待查肝硬化性腹水可能性大,腹水 肝硬化,1.0
上颌窦粘膜下囊肿,上颌窦囊肿,1.0
37周疤痕子宫高年胎儿染色体意义不明,瘢痕子宫 妊娠状态,1.0
2型糖尿病 糖尿病肾病,2型糖尿病 糖尿病性肾病,1.0
维生素不足消化功能紊乱,维生素缺乏 胃肠功能紊乱,1.0
颈6髓内变性病变,脊髓变性 脊髓病,1.0
妊娠396周孕5产1单活胎LOA剖宫产,无指征剖宫产的单胎分娩,1.0
肝门部胆管细胞癌,肝恶性肿瘤 肝胆管细胞癌,1.0
部分小肠切除标本小肠异位胃粘膜和异位胰腺,先天性胃粘膜异位 先天性胰腺异位,1.0
原发性甲状旁腺亢进症,原发性甲状旁腺功能亢进,1.0
宫颈原位腺癌,子宫颈恶性肿瘤 原位腺癌,1.0
子宫出血系统性红斑狼疮中度贫血,异常子宫出血 系统性红斑狼疮 中度贫血,1.0
大疱性表皮松解萎缩坏死型药疹,莱尔综合征lyell综合征,1.0
颈腰部疼痛待查,颈痛 腰痛,1.0
双右耳突发性耳聋左耳感音神经性耳聋,单侧感音神经性聋 突发性聋,1.0
RH母儿血型不合宫内溶血,新生儿Rh血型不合溶血病,1.0
急性脑血管病变,脑卒中,1.0
前列腺放射性粒子植入术后,前列腺恶性肿瘤 恶性肿瘤放射性粒子置入治疗,1.0
血管性认知功能减退,血管性认知功能障碍,1.0
鼻咽未分化非角化癌T2N2M0,鼻咽恶性肿瘤 未分化的癌,1.0
不全性流产,未特指的流产不完全性无并发症,1.0
周身游走性疼痛,疼痛,1.0
肾错构瘤破裂出血右,肾错构瘤破裂出血,1.0
童年孤独症,儿童孤独症,1.0
腹痛未特指 肠癌术后,腹痛 胃肠道恶性肿瘤 癌,1.0
胸段硬膜下自发性血肿伴不全瘫,硬脊膜下血肿 不完全性瘫痪,1.0
左上肺放射性肺纤维化干细胞治疗后,肺纤维化,1.0
右耳听力重度障碍左耳听力中度障碍,听功能障碍,1.0
胃底隆起病变CG糜烂,糜烂性胃炎 慢性胃炎 胃和十二指肠未特指的疾病,1.0
中度听力损害,听功能障碍,1.0
右甲癌不全术后,甲状腺恶性肿瘤 癌 甲状腺术后,1.0
EST柱状球囊扩张术胆管取石术ENBD后,胆管结石 胆道术后,1.0
结肠癌术后复查出血便秘肠镜检查预防出血,结肠术后 结肠恶性肿瘤 出血 便秘 癌,1.0
肾组织增殖性病变半球性硬化815不排除糖,肾小球硬化,1.0
胸椎骨折伴脊髓损害,胸椎骨折 胸部脊髓损伤,1.0
结肠肿物术后,结肠肿物 结肠术后,1.0
双侧听力重度损害,听功能障碍,1.0
左下肢无力儿麻后遗症,肢体无力 脊髓灰质炎后遗症,1.0
睡眠呼吸低通气综合征,睡眠低通气综合征,1.0
气管造口状态气管切开术后,气管造口状态,1.0
左侧肾盂癌,肾盂恶性肿瘤 癌,1.0
骶骨神经纤维瘤,神经纤维瘤病VonRecklinghausen病,1.0
双肾动脉支架置入术PTA,血管支架植入术后状态,1.0
小儿急性喉支气管炎,急性支气管炎 急性喉炎,1.0
膝部血管瘤,血管瘤,1.0
冠心病陈旧性心梗 脑梗塞,冠状动脉粥样硬化性心脏病 陈旧性心肌梗死 脑梗死,1.0
双侧肾盂输尿管积液,肾积水 输尿管积水,1.0
颌下皮肤裂伤,颞颌下区开放性损伤,1.0
颅内静脉窦血栓形成治疗后,非化脓性颅内静脉窦血栓形成,1.0
右足234趾外伤性缺血坏死,足趾损伤 足坏死,1.0
结肠息肉腺瘤,结肠良性肿瘤 息肉样腺瘤,1.0
肌间静脉血栓形成,静脉血栓形成,1.0
鼻咽低分化鳞癌放射治疗,鼻咽恶性肿瘤 鳞状细胞癌,1.0
甲状腺轻度非典型病变,未特指的甲状腺疾患,1.0
左丘脑腔隙灶脑白质缺血,脑血管供血不足 腔隙性脑梗死,1.0
慢性浅表性胃炎伴灶性肠上皮化生,慢性浅表性胃炎 肠上皮化生,1.0
肺恶性肿瘤 冠状动脉供血不足 高脂血症 肝肾阴虚,肺恶性肿瘤 冠状动脉供血不足 高脂血症,1.0
纵隔淋巴结放化疗后,恶性肿瘤放疗 化学治疗 未特指的淋巴结恶性肿瘤,1.0
停经293周MR提示胎儿左肾稍大肾盏扩张,妊娠状态,1.0
窦性不齐左室高电压轻度缺血改变,窦性心律失常,1.0
尺桡骨折骨不连,尺骨骨折不连接 桡骨骨折不连接,1.0
卵巢异常信号影,其他特指身体结构诊断性影像检查的异常所见,1.0
动脉粥样硬化斑块伴有狭窄,动脉粥样硬化 动脉狭窄,1.0
左眼视网膜全部脱离右眼部分脱离,视网膜脱离,1.0
妊娠394周孕2产0GDM,孕39周 妊娠期糖尿病,1.0
左腓肠神经断裂,神经断裂,1.0
双肺炎症并双侧胸腔积液,肺炎 胸腔积液,1.0
右鼻腔新生物Ca,鼻腔恶性肿瘤 癌,1.0
耳部恶性肿瘤,恶性肿瘤 耳部肿瘤,1.0
颈腰椎病股动静脉斑块形成,颈椎病 腰椎病,1.0
胸壁未分化高级别多形性肉瘤,胸部恶性肿瘤 肉瘤,1.0
左心室心肌先天性发育不良,左心发育不良综合征,1.0
面部皮肤乳头状肿瘤,乳头状瘤 面部皮肤良性肿瘤,1.0
膝内翻轻度左侧肋外翻轻度,膝内翻 肋骨畸形,1.0
躯体化功能障碍周围神经病变,多发性神经病多发性神经炎周围神经炎 躯体性机能障碍,1.0
痛经闭经盆腔炎,痛经 闭经 女性盆腔炎,1.0
未分化缔组织病PBC,结缔组织病,1.0
右乳浸润性导管癌伴肝脏转移,乳腺恶性肿瘤 肝继发恶性肿瘤 浸润性导管癌 转移性导管癌,1.0
右侧甲状腺滤泡型腺瘤,甲状腺良性肿瘤 滤泡性腺瘤,1.0
右乳纤维囊性乳腺病并纤维腺瘤,乳腺良性肿瘤 纤维腺瘤 乳房纤维囊性乳腺病,1.0
直肠侧生型腺瘤,直肠良性肿瘤 腺瘤,1.0
双眼后巩膜加固术后,眼术后,1.0
外耳道炎急性,急性外耳道炎,1.0
左外耳道闭锁左耳腮裂瘘管,鳃裂瘘 先天性外耳道闭锁,1.0
双侧原发性膝关节病,膝关节病,1.0
左上肺鳞癌伴左肺门及左纵隔淋巴结肝转移Ⅳ期,左肺上叶恶性肿瘤 鳞状细胞癌 肺继发恶性肿瘤 纵隔淋巴结继发恶性肿瘤 肝继发恶性肿瘤 转移性鳞状细胞癌,1.0
原发病待查继发性色素沉着,色素沉着未特指的疾患,1.0
颈椎病 颈椎小关节紊乱 眩晕,颈椎病 颈椎小关节紊乱,1.0
G2P1孕361周待产LOA胎膜早破疤痕子宫,孕36周 胎膜早破 瘢痕子宫,1.0
右腮腺肿物,唾液腺肿物,1.0
血管斑痣,血管痣,1.0
右卵巢浆液性囊腺癌,卵巢恶性肿瘤 浆液性囊腺癌,1.0
右足第5跖骨基底部游离体建议结合病史,关节游离体,1.0
躯体化障碍外伤后神经症反应,躯体化障碍,1.0
病理性椎体压缩骨折,病理性骨折 脊柱骨折,1.0
L2右侧横突锥弓及棘突根部骨质破坏,骨质破坏,1.0
陈发性房颤窦缓,阵发性心房颤动 窦性心动过缓,1.0
汗腺孔癌,汗腺恶性肿瘤 癌,1.0
皮肤软组织感染,软组织感染 皮肤感染,1.0
肠粘膜松弛内套叠,肠套叠,1.0
右眼视网膜裂空变性激光后,视网膜裂孔,1.0
前列腺组织内腺癌浸润,前列腺恶性肿瘤 腺癌,1.0
右乳浸润导管癌保乳术后,乳腺恶性肿瘤 浸润性导管癌 乳腺术后,1.0
右足第2趾甲床部分缺损右足第3趾甲床撕脱,足趾损伤,1.0
胆囊绒毛管状腺瘤伴灶性重度异型增生,管状绒毛状腺瘤 胆囊良性肿瘤 胆囊不典型增生,1.0
左乳腺癌术后肝Ｍ化疗呕吐化疗后WBC小于2000化疗肝损伤失眠,乳腺术后 乳腺恶性肿瘤 肝继发恶性肿瘤 化学药物反应 呕吐 白细胞减少 肝损伤 失眠 癌,1.0
右环指近节指骨近端内生软骨瘤,指骨近节骨折,1.0
右侧尿路结石术后,泌尿系结石 尿道术后,1.0
下肢抽搐查因,不自主运动,1.0
左乳切除后右乳肿块脂肪瘤,乳房肿物 乳房脂肪瘤,1.0
L12椎管内硬膜外血肿并不全截瘫指数,硬膜外血肿,1.0
食管鳞状细胞化放疗,食管恶性肿瘤 鳞状细胞癌 恶性肿瘤放疗 化学治疗,1.0
小细胞肺癌限局期化疗止吐化疗预处理低钾血症水肿髋部周围神经和自主神经恶性肿瘤,肺恶性肿瘤 小细胞癌 低钾血症 水肿 髋部周围神经和自主神经恶性肿瘤,1.0
多发性子宫肌瘤,子宫多发性平滑肌瘤 子宫平滑肌瘤,1.0
遗传性运动神经病,遗传性运动神经元病,1.0
脑损伤低钙,低钙血症 中枢神经系统未特指的疾患,1.0
股外侧皮神经麻痹,皮神经卡压综合征,1.0
慢性肾衰竭并急性肾衰竭,慢性肾衰竭 急性肾衰竭,1.0
过敏性鼻炎并哮喘,过敏性鼻炎变应性鼻炎 支气管哮喘,1.0
干燥综合征继发间质性肺病,干燥综合征舍格伦综合征 间质性肺病,1.0
支气管哮喘并肺部感染,支气管哮喘 肺部感染,1.0
左大腿肌肉扭伤,下肢肌肉损伤,1.0
慢性肾功能衰竭 急性肾损害 防冻液中毒中毒性脑病,慢性肾衰竭 急性肾功能不全 防冻液中毒 中毒性脑病,1.0
结肠腺癌并癌性腹水,结肠恶性肿瘤 腺癌 恶性腹腔积液 癌,1.0
穿刺活检右肺占位预防出血,肺占位性病变,1.0
急性粒细胞性白血病M2型,急性粒细胞性白血病部分分化型M2型,1.0
二尖瓣置换状态,具有其他心脏瓣膜置换,1.0
双侧鼻腔鼻息肉,鼻腔息肉 鼻息肉,1.0
阴道炎阴道假丝酵母菌病,念珠菌性阴道炎,1.0
左侧基底节血管性病变静脉畸形伴海绵状血管瘤,基底节病变 海绵状血管瘤,1.0
腰34腰45椎间盘脱出症,颈椎间盘脱出,1.0
移植供肾纤维化较严重,肾移植状态,1.0
子宫内膜中低分化内膜样腺癌,子宫内膜样腺癌 子宫内膜恶性肿瘤,1.0
胃角早期carcinoma,胃恶性肿瘤 癌,1.0
软骨发育不全,软骨发育不全,1.0
右颈胸部腮裂瘘,鳃裂瘘,1.0
骶尾部外伤后排便困难,排便困难 骨盆部损伤,1.0
移植皮瓣坏死右足底,足坏死,1.0
左颈内动脉动脉瘤,颈内动脉瘤,1.0
鼻窦继发癌,转移性癌 鼻窦继发恶性肿瘤,1.0
右乳肿物纤维腺瘤,乳房肿物 纤维腺瘤 乳腺良性肿瘤,1.0
慢性肾脏病并急性肾衰,慢性肾病 急性肾衰竭,1.0
脊柱裂伴脑积水,未特指的脊柱裂伴脑积水,1.0
结肠绒毛管状腺瘤伴有局部上皮内瘤变,结肠良性肿瘤 管状腺瘤,1.0
Carolis病,先天性肝内胆管囊状扩张症Caroli病,1.0
上唇外伤性色素沉着,色素沉着未特指的疾患,1.0
沸水烫伤8浅Ⅱdeg8颈躯干双上肢,沸水烫伤 多发烫伤,1.0
肝S6肝细胞癌II级可见脉管癌栓,肝细胞癌 肝细胞癌 肿瘤栓子,1.0
粘连性不全性肠梗,不完全性肠梗阻 粘连性肠梗阻,1.0
真菌团倾向曲霉菌,曲霉菌病,1.0
化疗后血小板减低症,化疗药物反应 药物性血小板减少,1.0
创伤性硬脑膜下出肿伴开放性颅内伤口,颅脑开放性损伤伴颅内损伤 创伤性硬脑膜下血肿,1.0
右尿路结石术后,泌尿系结石 尿道术后,1.0
产后胎盘残留胎盘置入,胎盘部分残留不伴出血 胎盘植入不伴出血,1.0
心肺功能失代偿期心功能III级,心功能不全 心功能III级NYHA分级,1.0
右侧胸水待查胸腔穿刺麻醉,胸腔积液,1.0
尿路感染肾炎左肾静脉受压,泌尿系感染 肾炎 左肾静脉压迫综合征胡桃夹现象,1.0
进镜距肛门20cm处管状腺瘤,管状腺瘤 乙状结肠良性肿瘤,1.0
双侧放射冠侧脑室前后角白质多发缺血梗塞灶,多发性脑梗死,1.0
多发颅内动脉狭窄伴不稳定斑块,动脉狭窄,1.0
下丘脑下综合征,下丘脑综合征,1.0
分娩伴会阴裂伤Ⅰ度,分娩伴会阴裂伤,1.0
腓总神经炎,下肢单神经炎,1.0
冠心病高血压贫血,冠状动脉粥样硬化性心脏病 高血压 贫血,1.0
贲门癌胃镜用药预防出血,贲门恶性肿瘤 癌,1.0
上呼吸道感染发热咳嗽咽炎失眠,上呼吸道感染 发热 咳嗽 咽炎 失眠,1.0
胆汁性肝硬变,胆汁型肝硬化,1.0
先天性左侧上睑下垂,上睑下垂,1.0
新生儿血型不合溶血症,新生儿溶血,1.0
节育环膀胱异位,避孕环移位,1.0
脊髓灰质炎脊髓型,急性脊髓灰质炎,1.0
双小腿肿痛,下肢肿胀 下肢疼痛,1.0
耳后粉瘤感染,皮脂腺囊肿 感染,1.0
右小腿外侧血管瘤,血管瘤,1.0
肺中分化腺癌,肺恶性肿瘤 腺癌,1.0
右肺淋巴结增生性病变,淋巴组织增生,1.0
结肠肝曲癌并不全梗阻,结肠肝曲恶性肿瘤 不完全性肠梗阻 癌,1.0
左小腿左足缺血坏死,下肢供血不足 足坏死,1.0
冠心病心功能不全,冠状动脉粥样硬化性心脏病 心功能不全,1.0
肝细胞性肝癌术后慢性乙型肝炎活动期血小板减低脾功能亢进,肝术后 肝细胞癌 慢性乙型病毒性肝炎 慢性活动性肝炎 血小板减少 脾功能亢进,1.0
椎动脉供血不足,椎基底动脉供血不全,1.0
开放性伤口,多处开放性损伤,1.0
眼球破裂伴眼内组织脱出右,眼球破裂伤,1.0
排尿混浊左阴囊疼痛,疼痛,1.0
4慢性肺心病心功能3级,慢性肺源性心脏病 心功能III级NYHA分级,1.0
睾丸肿瘤化疗,睾丸恶性肿瘤 化学治疗,1.0
肝错构瘤,肝错构瘤,1.0
睡眠呼吸暂停综合征,睡眠呼吸暂停低通气综合征,1.0
外阴BOWENS病宫颈CIN3级,鲍恩病 外阴恶性肿瘤 子宫颈上皮内瘤变III级CINIII级,1.0
1K31903十二指肠肿物2冠心病PCI术后,十二指肠肿物 冠状动脉粥样硬化性心脏病 PCI术后,1.0
左颌下淋巴结炎 咽扁炎 ,颌下淋巴结炎,1.0
弥漫性肺纤维化,肺纤维化,1.0
慢性心衰急性加重心功能IIIII级C期,心功能ⅡⅢ级NYHA分级 慢性心功能不全急性加重,1.0
左眼视网膜剥离术后,视网膜脱离 眼术后,1.0
高血压脑动脉硬化,高血压 动脉硬化,1.0
手外伤针刺伤,手部开放性损伤,1.0
升结肠高分化腺癌,升结肠恶性肿瘤 腺癌,1.0
腺泡状横纹肌肉瘤,软组织腺泡状肉瘤 横纹肌肉瘤,1.0
41楔状缺损3646磨损,牙齿楔状缺损 牙齿磨损,1.0
肥厚性心肌病扩张型相,扩张性心肌病充血性心肌病 肥厚性心肌病,1.0
右髋伤口愈合不良,髋部开放性损伤 开放性损伤愈合不良,1.0
直肠中下段腺癌,直肠恶性肿瘤 腺癌,1.0
急性下壁心肌梗死恢复期,急性下壁心肌梗死 心肌梗死恢复期,1.0
宫颈鳞状上皮内高度病变CINⅢ累及腺体,子宫颈上皮内瘤变III级CINIII级,1.0
左侧肢体活动不灵伴意识不清原因待查,意识障碍,1.0
双眼ROPⅢ区3期Plus,早产儿视网膜病,1.0
右前臂刀刺伤,前臂开放性损伤 刀刺伤,1.0
安装心脏起搏器含双室起搏心室同步起搏体内除颤,具有心脏起搏器状态,1.0
膀胱肿瘤低度恶性潜能,膀胱恶性肿瘤,1.0
间断性EP发作3次双下肢挛缩,癫痫,1.0
左上肺占位癌,肺占位性病变 左肺上叶恶性肿瘤 癌,1.0
左乳肿物乳腺癌,乳房肿物 乳腺恶性肿瘤 癌,1.0
膀胱癌新辅助性化疗,膀胱恶性肿瘤 化学治疗 癌,1.0
横结肠管状腺瘤直乙交界管状腺瘤,直肠乙状结肠连接部良性肿瘤 横结肠良性肿瘤 管状腺瘤,1.0
左膝部刺伤,下肢未特指的损伤水平未特指,1.0
右卵巢子宫内膜样腺癌维持性化学治疗,卵巢恶性肿瘤 恶性肿瘤维持性化学治疗 子宫内膜样腺癌,1.0
右侧卵巢浆液性腺癌,卵巢恶性肿瘤 浆液性腺癌,1.0
肺血管性疾病,肺血管未特指的病,1.0
肩胛骨癌,肩胛骨恶性肿瘤 癌,1.0
左手掌面皮肤软组织大部缺失神经血管缺失,皮肤缺损 血管断裂 神经断裂,1.0
颈椎浆细胞骨髓瘤术后,颈椎恶性肿瘤 颈椎术后 浆细胞骨髓瘤,1.0
左腰结节,背部占位,1.0
脑梗塞关节炎抑郁症支气管炎,脑梗死 关节炎 支气管炎 抑郁症,1.0
右胫骨骨外露骨不连,胫骨骨折不连接,1.0
多脏器功能不全累及循环肾脏心肌凝血功能,多脏器功能障碍综合征MODS,1.0
2型糖尿病并心脏损害,2型糖尿病,1.0
肝占位性病变肝癌,肝恶性肿瘤 癌 肝占位性病变,1.0
耳咽管功能下降,咽鼓管功能紊乱,1.0
右颈部淋巴结反应性增生,颈淋巴结肿大 淋巴结反应性增生,1.0
臀部软组织尤文肉瘤,臀部恶性肿瘤 尤因肉瘤,1.0
睾丸未发育性腺低功,先天性睾丸发育不良 男性性腺功能低下,1.0
腰椎间盘膨出继发神经损害,腰椎间盘移位 腰骶神经损伤,1.0
食管中高分化鳞状细胞癌,食管中三分之一的恶性肿瘤 鳞状细胞癌,1.0
腰4椎体右侧横突骨折,腰椎骨折L4,1.0
脑底血管异常网病,烟雾病脑底异常血管网病,1.0
高热惊厥可能4卵圆孔未闭,热性惊厥 卵圆孔未闭,1.0
膝髌下脂肪垫撞击综合征,髌骨后脂肪垫综合征Hoffa综合征,1.0
腰椎病胸椎病,腰椎病,1.0
头面部跌伤,头部损伤 摔伤 面部损伤,1.0
可疑恶性肿瘤观察高CEACa199血症,可疑恶性肿瘤的观察 CA199升高,1.0
直肠癌伴不全肠梗阻,直肠恶性肿瘤 不完全性肠梗阻 癌,1.0
多发子宫平滑肌瘤,子宫多发性平滑肌瘤 子宫平滑肌瘤,1.0
特指再生障碍性贫血,其他特指的再生障碍性贫血,1.0
多发性骨髓瘤IgA型III期B组化疗后,多发性骨髓瘤,1.0
手湿疹 白斑,湿疹 白斑病不可归类在他处者,1.0
腰骶部臀部外伤,下背损伤 臀部软组织损伤,1.0
慢性咳嗽痰热咳喘音哑,慢性咳嗽,1.0
胃角管状腺瘤,胃良性肿瘤 管状腺瘤,1.0
骨质疏松伴病理性骨折过敏性鼻炎伴哮喘,骨质疏松伴病理性骨折 过敏性鼻炎变应性鼻炎 支气管哮喘,1.0
急性髓系白血病M5B,急性单核细胞性白血病M5型,1.0
复极延迟综合征,长QT综合征,1.0
左附件交界性浆液性肿瘤术后,输卵管及卵巢恶性肿瘤,1.0
左足跟玻璃割伤,足部开放性损伤 玻璃割伤,1.0
左乳腺导管内乳头状肿瘤,乳腺良性肿瘤 导管内乳头状瘤,1.0
骶尾部化脓性囊肿,骨盆部囊肿,1.0
双侧颈动脉内中膜改变伴粥样斑块形成,颈动脉粥样硬化,1.0
垂体发育不全,垂体发育不良,1.0
单角子宫,单角子宫,1.0
睑分裂痣,眼睑黑色素痣,1.0
冠脉造影支架置入,冠状动脉支架植入术后状态,1.0
子宫卵巢发育不良,特纳综合征Turner综合征,1.0
尿路造口术后,泌尿道的其他人工造口状态,1.0
双下睑眼袋颞部凹陷右眉下垂,下睑袋,1.0
宫颈中分化鳞癌IIb期术后放化疗后,子宫颈恶性肿瘤 鳞状细胞癌 恶性肿瘤术后化疗 恶性肿瘤术后放疗,1.0
糖尿病性感觉运动性周围神经病变,糖尿病性感觉运动性周围神经病,1.0
回盲部低分化腺癌,腺癌 回盲部恶性肿瘤,1.0
PBC脾功能亢进,原发性胆汁型肝硬化 脾功能亢进,1.0
直肠粘膜低级别管状腺瘤,直肠良性肿瘤 管状腺瘤,1.0
牙槽肿物,口腔和咽喉部占位,1.0
右外耳道耵聍栓塞,外耳道耵聍栓塞,1.0
胃肠道交界性肿瘤,肠交界性肿瘤 胃交界性肿瘤,1.0
隐匿性乳腺癌,乳腺恶性肿瘤 癌,1.0
肾病轻链沉积,轻链肾病,1.0
C23棘突融合,脊柱的其他融合,1.0
升结肠腺癌维持性化学治疗,升结肠恶性肿瘤 腺癌 恶性肿瘤维持性化学治疗,1.0
