Text,Normalized Result
耳后 / 颈部 / 淋巴结 / 肿痛,颈 / 淋巴结 / 肿大
肺 / 占位 / 前 / 纵膈 / 占位 / 重症 / 肌无力,肺 / 占位性 / 病变 / ## / 胸腔 / 占位性 / 病变 / ## / 重症 / 肌无力
结节 / 型 / S7 / 结节 / 型 / 剖宫产 / 后,无 / 指征 / 剖宫产 / 的 / 单胎 / 分娩
右 / 肾囊肿 / 多发性,肾囊肿
真菌性 / 菌 / 尿 / 治疗 / 后,泌尿系 / 感染 / ## / 真菌 / 感染
高血压 / LADAO / 瘘,高血压
多 / 原发 / 结肠癌 / MSI,结肠 / 恶性肿瘤 / ## / 癌
肺炎 / 肺癌 / 复诊,肺炎 / ## / 肺 / 恶性肿瘤 / ## / 癌
口服 / 结核 / 药物 / 呕吐 / 食欲 / 差,药物 / 不良反应 / ## / 呕吐 / ## / 食欲不振
胸部 / 放疗 / 后 / 3 / 年余 / 全脑 / 放疗 / 后 / 2 / 年余,放射治疗
心律失常 / I / ° / 房室 / 传导 / 阻滞,一度 / 房室 / 阻滞 / ## / 心律失常
尿毒症 / 腹膜 / 透析 / 高血压病 / 冠心病,尿毒症 / ## / 腹膜 / 透析 / 治疗 / ## / 高血压 / ## / 冠状动脉 / 粥样 / 硬化性 / 心脏病
双肺 / 内 / 第 / 3 / 胸椎 / 右 / 髂骨 / 转移 / 不 / 除外,肺 / 继发 / 恶性肿瘤 / ## / 髂骨 / 继发 / 恶性肿瘤 / ## / 胸椎 / 继发 / 恶性肿瘤 / ## / 转移性 / 肿瘤
左肩 / 多发性 / 脱位,肩胛 / 带 / 关节 / 和 / 韧带 / 脱位 / 扭伤 / 和 / 劳损
右 / 髋关节 / 骨折 / 脱位,髋关节 / 脱位 / ## / 髋关节 / 骨折
下肢 / 动静脉 / 畸形,先天性 / 动静脉 / 畸形
干燥 / 综合征 / 舍格伦 / ## / 胃炎 / ## / 消化不良 / ## / 系统性 / 红斑狼疮 / ## / 贫血 / ## / 贫血 / ## / 肾功能 / 不全 / ## / 骨关节 / 病,干燥 / 综合征 / 舍格伦 / ## / 胃炎 / ## / 消化不良 / ## / 系统性 / 红斑狼疮 / ## / 贫血 / ## / 贫血 / ## / 肾功能 / 不全 / ## / 骨关节 / 病
单骨性 / 骨 / 纤维 / 异样 / 增殖 / 症 / 左 / 股骨,股骨 / 纤维结构 / 不良
慢性 / 阻塞 / 行 / 肺心病,慢性 / 肺源性 / 心脏病
右 / 眼睑 / 皮肤 / 挫伤,眼睑 / 挫伤
成人 / 斯蒂尔 / 病 / 合并 / 肺 / 间质 / 改变,成年 / 型 / 斯蒂尔 / 病 / Still / 病
右 / 胫 / 腓骨 / 远端 / 骨质 / 破坏,骨质 / 破坏
直肠 / 肿物 / 癌,直肠 / 恶性肿瘤 / ## / 癌 / ## / 直肠 / 肿物
头晕 / 下肢 / 浮肿 / 脾肾 / 不足 / 血脉 / 瘀 / 滞,头晕 / ## / 下肢 / 水肿
手足 / 发育 / 异常,先天性 / 手 / 畸形 / ## / 先天性 / 足 / 畸形
创伤性 / 急性 / 硬膜外 / 下 / 血肿,急性 / 创伤性 / 硬脊 / 膜 / 下 / 血肿 / ## / 硬脊 / 膜 / 外 / 血肿
脐部 / 瘘管,脐 / 瘘
右 / 下肢 / 肌肉 / 萎缩,下肢 / 肌肉 / 萎缩
上肢 / 动静脉 / 瘘,动静脉 / 瘘
冠心病 / 心律失常 / 型 / ## / 高血压 / ## / 慢性 / 喘息 / 性 / 支气管炎 / ## / 高血压 / 性 / 肾病,冠心病 / 心律失常 / 型 / ## / 高血压 / ## / O / ## / 高血压 / 性 / 肾病
右 / 外耳道 / 乳头状 / 瘤,外耳道 / 良性肿瘤 / ## / 乳头状 / 瘤
胆囊 / 管 / 占位,胆管 / 占位性 / 病变
多发 / 颅骨 / 膜 / 血 / 窦,颅骨 / 膜 / 窦
风心病 / 换瓣 / 术后,具有 / 其他 / 心脏 / 瓣膜 / 置换 / ## / 风湿性 / 心脏病
G1P1 / 孕 / 416 / 周 / 宫内 / 妊娠 / 剖宫娩 / ROA,经未 / 特指 / 的 / 剖宫产 / 术 / 分娩
舌咽神经 / 炎,单 / 神经炎
右手 / 小指 / 神经 / 肌腱 / 血管 / 断裂,腕 / 和 / 手 / 血管 / 损伤 / ## / 手部 / 肌肉 / 肌腱 / 断裂 / ## / 手部 / 神经 / 断裂
胸 / 腰椎 / 骨折,胸椎 / 骨折 / ## / 腰椎 / 骨折
多发 / 脑 / 白质 / 病变 / 缺血性 / 可能,脑 / 白质 / 病 / ## / 脑血管 / 供血 / 不足
左腕 / 小 / 多角 / 骨 / 三角 / 骨 / 撕脱 / 性骨折,小 / 多角 / 骨 / 骨折 / ## / 三角 / 骨 / 骨折
血凝 / 系统 / 功能 / 异常 / 弥漫性 / 血管 / 内 / 凝血 / 可能,凝血 / 功能 / 异常 / ## / 弥散 / 性 / 血管 / 内 / 凝血
尿路 / 上皮 / 癌 / 术后,尿路 / 上皮 / 癌 / ## / 尿道 / 术后
脑内 / 多发 / 缺血性 / 脱髓 / 改变,脱髓鞘 / 性 / 脑病 / ## / 脑血管 / 供血 / 不足
胃肠炎 / 支气管炎 / 复诊,胃肠炎 / ## / 支气管炎
左 / 膝关节 / 滑膜炎,膝关节 / 滑膜炎
左肺 / SCLC / 局限 / 期 / 3 / 程 / 化疗 / 后,肺 / 恶性肿瘤 / ## / 小 / 细胞 / 癌 / ## / 化学治疗
多发性 / 硬膜 / 下 / 硬膜外 / 血肿,硬膜 / 下 / 血肿 / ## / 硬膜外 / 血肿
腹腔 / 非 / 霍奇金 / 淋巴瘤,腹部 / 恶性肿瘤 / ## / 非 / 霍奇金 / 淋巴瘤
肿瘤 / 标志物 / 升高 / 总 / PSA / 升高,PSA / 升高 / ## / 肿瘤 / 标记 / 物 / 升高
慢性 / 嗜酸 / 细胞 / 白血病,慢性 / 嗜 / 酸性 / 粒细胞 / 白血病 / 高 / 嗜 / 酸性 / 粒细胞 / 增多 / 症
急性 / 肠穿孔 / 回肠 / 病变 / 性质 / 待定,肠穿孔
右肺 / 转移 / 伽马刀 / 治疗 / 后,肺 / 继发 / 恶性肿瘤 / ## / 恶性肿瘤 / 放疗
子宫颈 / 上皮 / 瘤样 / 病变 / CINI / 级,子宫颈 / 上皮 / 瘤样 / 病变 / CINI / 级
ll / 型 / 糖尿病,2 / 型 / 糖尿病
左手 / 麻木 / 待查 / 脑缺血 / 及 / 萎缩,脑血管 / 供血 / 不足 / ## / 脑萎缩
牙龈 / 感染,感染
腕部 / 肌 / 筋膜 / 劳损,腕部 / 劳损
右 / 下 / 牙龈 / 高 / 分化 / 鳞状 / 细胞 / 癌,牙龈 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
雷诺病,雷诺 / 综合征
系统性 / 红斑狼疮 / 关节 / 病变,系统性 / 红斑狼疮
脑室 / 旁 / 异常 / 信号 / 影 / MR / 示,颅骨 / 和 / 头 / 诊断 / 性 / 影像 / 检查 / 的 / 异常 / 所 / 见 / 不可 / 归类 / 在 / 他 / 处者
脑 / 转移 / 瘤 / 切除术 / 后,脑 / 继发 / 恶性肿瘤 / ## / 转移性 / 肿瘤 / ## / 脑 / 术后
肿标 / 增高 / 待查 / 十二指肠 / 隆起 / 型 / 病变,肿瘤 / 标记 / 物 / 升高
宫颈 / 低 / 分化腺癌 / Ⅰ / b1 / 期,子宫颈 / 恶性肿瘤 / ## / 腺癌
感音 / 神经性 / 耳聋,感音 / 神经性 / 聋
左侧 / 胫骨 / 远端 / 外侧 / 踝 / 及 / 腓骨 / 撕脱 / 性骨折,胫骨 / 骨折 / 伴 / 踝骨 / 折 / ## / 腓骨 / 骨折
后 / 纵隔 / 神经 / 鞘瘤,后 / 纵隔 / 良性肿瘤 / ## / 神经 / 鞘瘤
亚甲炎,亚急性 / 甲状腺炎 / 德 / 奎尔 / 万 / 甲状腺炎
肺气肿 / 并 / 肺大泡 / 形成,大疱性 / 肺气肿
右乳 / 外上 / 多发 / 实性 / 占位,胸部 / 占位
宫颈 / 中 / 分化 / 鳞癌 / Ⅱ / b / 期 / 放疗 / 后,子宫颈 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌 / ## / 恶性肿瘤 / 放疗
乳腺 / 腺泡 / 扩张 / 伴 / 细胞 / 化生,乳腺 / 导管 / 扩张 / 症
功能性 / 肠病肠 / 易激 / 综合症 / 伴 / 焦虑 / 状态,肠 / 易激 / 综合征 / ## / 焦虑 / 状态
铁低 / 取药,铁 / 缺乏
右 / 眼眶 / 外侧 / 右手 / 腕部 / 外伤,眼和眶 / 未 / 特指 / 的 / 损伤 / ## / 腕部 / 损伤
子宫 / 纵膈 / 附件 / 囊肿,输卵管 / 卵巢囊肿 / ## / 子宫 / 纵隔
胸椎 / 骨质 / 破坏 / 并 / 不 / 全瘫,不完全性 / 瘫痪 / ## / 骨质 / 破坏
右颊 / 粘膜 / 色素 / 沉着 / 待查,色素 / 沉着 / 未 / 特指 / 的 / 疾患
左肺 / 下叶 / 癌 / 术后 / 5 / 年余 / 复诊,肺 / 术后 / ## / 左肺 / 下叶 / 恶性肿瘤 / ## / 癌
右 / 肱骨 / 外科 / 颈 / 骨折 / 伴大 / 结节 / 撕脱,肱骨 / 外科 / 颈 / 骨折 / ## / 肱骨 / 大 / 结节 / 骨折
会阴部 / 瘢痕 / 挛缩 / 畸形,瘢痕 / 挛缩 / ## / 会阴 / 瘢痕
胃癌 / 肝 / 转移 / 骨转移 / 肝功 / 异常,胃 / 恶性肿瘤 / ## / 癌 / ## / 肝 / 继发 / 恶性肿瘤 / ## / 骨 / 继发 / 恶性肿瘤 / ## / 转移性 / 癌 / ## / 肝功能 / 异常
上颌 / 窦癌,上颌 / 窦 / 恶性肿瘤 / ## / 癌
糖尿病 / 性 / 自主 / 功能 / 紊乱,糖尿病 / 性 / 自主 / 神经病
停经 / 243 / 周 / B超 / 提示 / 胎儿 / 右肾 / 未 / 显影,妊娠 / 状态
鳞状 / 细胞 / 癌 / 浸润,鳞状 / 细胞 / 癌
鼻咽 / 恶性 / 黑色素瘤,鼻咽 / 恶性肿瘤 / ## / 恶性 / 黑色素瘤
左 / 下肢 / 萎缩 / 待查 / 反射性 / 肌萎缩,下肢 / 肌肉 / 萎缩
意识 / 不清 / 待查 / 肝脑 / 可能性 / 大,肝性 / 脑病 / ## / 意识 / 障碍
左肺 / 上 / 叶舌 / 段 / 部分 / 支气 / 扩张 / 周围 / 少许 / 纤维 / 灶,支气管 / 扩张 / 症
二度 / 房室 / 阻滞,二度 / 房室 / 传导 / 阻滞
肺癌 / 癌痛,肺 / 恶性肿瘤 / ## / 癌 / ## / 癌性 / 疼痛
升结肠 / LST / 管状腺瘤,升结肠 / 良性肿瘤 / ## / 管状腺瘤
白内障 / 人工 / 晶体 / 置换术 / 后,白内障 / ## / 人工 / 晶体 / 植入 / 状态
左 / 肾盂 / 癌 / 根治术 / 后 / IV / 期 / 膀胱 / 转移 / 根治术 / 后右 / 输尿管 / 皮肤 / 造口术 / 盆腔 / 局部 / 复发 / 左侧 / 髂 / 外 / 血管 / 旁 / 左侧 / 腹股沟 / 区 / 淋巴结 / 转移 / 放疗 / 疼痛,肾盂 / 恶性肿瘤 / ## / 膀胱 / 继发 / 恶性肿瘤 / ## / 膀胱 / 术后 / ## / 输尿管 / 造口 / 状态 / ## / 盆腔 / 恶性肿瘤 / ## / 腹股沟 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 恶性肿瘤 / 放疗 / ## / 疼痛 / ## / 髂 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 癌 / ## / 转移性 / 癌
额骨 / 小 / 骨瘤,额骨 / 良性肿瘤 / ## / 骨瘤
乳房 / 纤维 / 腺瘤,乳腺 / 良性肿瘤 / ## / 纤维 / 腺瘤
非 / 创伤性 / 颅内 / 出血 / 后遗症,非 / 创伤性 / 颅内 / 出血 / ## / 颅内 / 出血 / 后遗症
左手掌 / 皮肤 / 软组织 / 压 / 轧伤,手部 / 挤压 / 伤
肝 / 囊肿 / 术后,肝 / 囊肿 / ## / 肝 / 术后
遗传性 / 色素 / 沉着 / 消化道 / 息肉,色素 / 沉着 / 未 / 特指 / 的 / 疾患
脑 / 蛛网膜 / 下腔 / 出血,蛛网膜 / 下腔 / 出血
右肺 / 腺癌 / 综合 / 治疗 / 后,右肺 / 恶性肿瘤 / ## / 腺癌
导管 / 轻度 / 扩张 / 伴 / 局部 / 导管 / 上皮 / 乳头状 / 增生,乳腺 / 导管 / 扩张 / 症 / ## / 乳腺 / 增生
听神经 / 鞘瘤,听神经 / 瘤 / ## / 听神经 / 良性肿瘤
急性 / 下壁 / ST / 段 / 抬高 / 型 / 心肌梗死,急性 / 下壁 / 心肌梗死 / ## / 急性 / ST / 段 / 抬高 / 型 / 心肌梗死
粒细胞 / 减少,中性 / 粒细胞 / 减少 / 症
G4PO / 孕 / 28W / 待产 / ROA / 产前 / 出血 / 原因 / 待查 / 胎儿 / 位置 / 异常,孕 / 28 / 周 / ## / 产前 / 出血
肺 / 周围 / 型 / 腺癌,肺 / 恶性肿瘤 / ## / 腺癌
颅内 / 病变 / 所致 / 的 / 偏身 / 无力 / 萎缩,偏侧 / 肢体 / 无力 / ## / 肌肉 / 萎缩
胸腔 / 积血,血胸
肺内 / 占位 / 待查 / 肺癌,肺 / 占位性 / 病变 / ## / 肺 / 恶性肿瘤 / ## / 癌
右 / 眼眶 / 鼻窦 / 病变 / 待查 / 右 / 上颌骨 / 部分 / 缺失,颌骨 / 缺损
双肾 / 高密度 / 影较 / 前 / 增多,泌尿器官 / 诊断 / 性 / 影像 / 检查 / 的 / 异常 / 所 / 见
2 / 左侧 / 11 / 肋后 / 肋骨 / 折,肋骨 / 骨折
右额 / 顶 / 动静脉 / 畸形,脑血管 / 畸形
前臂骨 / 间 / 背 / 神经 / 卡压 / 症,骨间 / 背侧 / 神经 / 卡压 / 综合征
神经原 / 性 / 膀胱 / 功能 / 不良,神经 / 源性 / 膀胱
双肺 / 间质 / 改变 / 双上 / 肺 / 多发 / 点状 / 影,肺部 / 阴影
L2 / 腰椎 / 陈旧性 / 骨折,陈旧性 / 腰椎 / 骨折 / ## / 腰椎 / 骨折 / L2
乳腺 / paget / 病待 / 除外,乳房 / 佩吉特 / 病
左上 / 肺 / 占位 / 肺癌,肺 / 占位性 / 病变 / ## / 左肺 / 上叶 / 恶性肿瘤 / ## / 癌
外耳道 / 股瘤,骨 / 软骨 / 瘤 / ## / 耳部 / 肿瘤
骶骨 / 外伤,骶骨 / 骨折
结膜 / 特指 / 疾患,结膜 / 其他 / 特指 / 的 / 疾患
锥体 / 外 / 糸 / 病,锥体外系 / 综合征
右 / 拇 / 多指,多指
射精 / 快,早泄
风心病 / 主动脉瓣 / 狭窄,风湿性 / 主动脉瓣 / 狭窄
急性 / 移植物 / 抗 / 宿主 / 反应 / 病 / Ⅲ / 度 / 皮肤 / 肝脏 / 肠道,急性 / 移植物 / 抗 / 宿主 / 病
头颈 / 肩胸 / 损伤,肩部 / 损伤 / ## / 头部 / 损伤 / ## / 颈部 / 损伤 / ## / 胸部 / 损伤
双肺 / 肺炎 / 治疗 / 后,肺炎
右侧 / 外耳道 / 闭锁 / 2 / 右侧 / 听力 / 障碍,听 / 功能障碍
被 / 汽车 / 碾压 / 右足 / 致伤,足部 / 挤压 / 伤
宫颈 / 考虑 / 局灶 / 腺体 / 高级别 / 异型 / 增生,宫颈 / 上皮 / 不 / 典型 / 增生
子宫颈 / 病变 / CINIIHPV / 感染,宫颈 / 上皮 / 瘤样 / 病变 / CINII / 级 / ## / 人 / 乳头 / 瘤 / 病毒感染
病态 / 窦性 / 综合征,病态 / 窦房结 / 综合征
宫颈 / 肿瘤 / 特殊 / 筛选 / 检查,宫颈 / 肿瘤 / 的 / 特殊 / 筛查
右颊 / 粘膜 / 挫裂伤,颊 / 挫伤
1 / 十二指肠 / 球部 / 杜氏病,十二指肠 / 球部 / 溃疡 / ## / 胃粘膜 / 下恒径 / 动脉 / 破裂 / 出血
右肺 / 上 / 叶 / 支气管 / 新 / 生物 / 性质 / 待查 / 炎性 / 病灶,支气管 / 息肉 / ## / 支气管炎
腰椎 / 病变 / 伴 / 坐骨神经 / 痛,坐骨神经 / 痛 / ## / 腰椎病
胸 / 11 / 椎体 / 压缩性 / 改变,胸椎 / 压缩性 / 骨折
恶性 / 黑素瘤 / 右侧 / 头顶部,头皮 / 恶性 / 黑色素瘤 / ## / 恶性 / 黑色素瘤
横结肠 / 绒毛 / 管状腺瘤,横结肠 / 良性肿瘤 / ## / 管状 / 绒毛状 / 腺瘤
碱性 / 药物 / 灼伤 / 11 / 浅 / Ⅱ / 度 / 四肢 / 主治,上肢 / 腐蚀 / 伤 / ## / 下肢 / 腐蚀 / 伤
第 / 12 / 趾 / 表面 / 皮肤 / 软组织 / 割伤,趾部 / 开放性 / 损伤
雷诺病 / 4 / 右足 / 背 / 动脉 / 闭塞,雷诺 / 综合征 / ## / 足部 / 动脉 / 闭塞
血液 / 系统 / 受累 / 免疫 / 相关性 / 血小板 / 减低,血小板 / 减少
口腔 / 颌面 / 软组织 / 外伤,口腔 / 和 / 咽喉部 / 损伤
卵巢癌 / 个人 / 史,卵巢 / 恶性肿瘤 / 史 / ## / 癌
C46 / 椎间盘 / 突出,颈 / 椎间盘 / 突出
热液 / 烫伤 / 双足,足部 / 烫伤
心搏 / 骤停,心脏 / 停搏
食管 / 胃 / 交界 / 溃疡 / 型 / 混合型 / 神经 / 内 / 分,食管 / 胃 / 连接 / 部 / 恶性肿瘤 / ## / 神经 / 内分泌 / 癌
股 / 外侧 / 皮 / 神经病,身体 / 未 / 特指 / 部位 / 的 / 神经 / 损伤
腸炎 / 上呼吸道 / 感染 / 胃溃,肠炎 / ## / 上呼吸道 / 感染 / ## / 胃溃疡
胰头癌 / 术后,胰头 / 恶性肿瘤 / ## / 癌 / ## / 胰腺 / 术后
水源 / 性肢 / 端 / 角化,角化 / 病
入院 / 心电图 / 窦性心 / 律非 / 特异性 / T / 波 / 异常,非 / 特异性 / STT / 改变
盆腔 / 复发 / 放疗 / 后,盆腔 / 恶性肿瘤 / ## / 恶性肿瘤 / 复发 / ## / 恶性肿瘤 / 放疗
阑尾炎 / 术后 / 腹胀,阑尾炎 / ## / 阑尾 / 术后 / ## / 腹胀
左 / 舌癌 / 术后 / 复发,舌 / 术后 / ## / 舌 / 恶性肿瘤 / ## / 癌 / ## / 恶性肿瘤 / 复发
右侧 / 颞叶 / 动静脉 / 畸形,脑 / 动静脉 / 畸形
多 / 脏器 / 功能 / 不全 / 肝肾 / 凝血 / 功能 / 不全,多 / 脏器 / 功能障碍 / 综合征 / MODS / ## / 凝血 / 功能障碍
病毒性 / 肝炎 / 慢性 / 丙型,慢性 / 丙型 / 病毒性 / 肝炎
脑血管病 / 头晕,头晕 / ## / 脑血管病
眼 / 植入物 / 移位,其他 / 眼 / 假体 / 装置 / 植入物 / 和 / 移植物 / 的 / 机械性 / 并发症
双 / 髋关节 / 退变,双侧 / 髋关节 / 骨性 / 关节病
免疫 / 功能 / 低 / 先心病 / 卵 / 圆孔 / 未闭,先天性 / 心脏病 / ## / 卵 / 圆孔 / 未闭
右 / 跟 / 骨 / 劳损,足 / 的 / 其他 / 和 / 未 / 特指 / 部位 / 的 / 扭伤 / 和 / 劳损
闭合性 / 颅脑 / 损伤 / 轴索 / 伤,头部 / 损伤 / ## / 弥漫性 / 轴索 / 损伤
右乳 / 见 / 导管 / 扩张 / 伴 / 导管 / 上皮 / 乳头状 / 增生,乳腺 / 导管 / 扩张 / 症
右肺 / 小 / 细胞 / 癌 / Ⅳ / 期,右肺 / 恶性肿瘤 / ## / 小 / 细胞 / 癌
多发 / 肝 / 低密度 / 灶 / Caroli / 病,先天性 / 肝内 / 胆管 / 囊状 / 扩张 / 症 / Caroli / 病
多发 / 蝴蝶 / 椎,脊柱 / 其他 / 先天性 / 畸形 / 与 / 脊柱 / 侧弯 / 无关
妊娠 / 401 / 周孕 / 1 / 产 / 0 / 单活 / 胎 / LOA,孕 / 40 / 周
贲门癌 / 术后 / 进食 / 不 / 畅,贲门 / 术后 / ## / 贲门 / 恶性肿瘤 / ## / 进食 / 障碍 / ## / 癌
冠心 / 心功 / 不全,冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 心功能 / 不全
白细胞 / 疾患 / 白细胞 / 低,白细胞 / 减少 / ## / 未 / 特指 / 的 / 白细胞 / 疾患
晚孕单 / 肾,妊娠 / 状态
先天性 / 纤维蛋白 / 原 / 减少 / 症,先天性 / 纤维蛋白 / 原 / 缺乏 / 血症
L1S1 / 椎管 / 内硬膜 / 下 / 血肿 / 急性 / 硬膜 / 下 / 血肿,硬脊 / 膜 / 下 / 血肿
左手 / 鸟 / 养伤,被 / 其他 / 哺乳动物 / 咬伤 / 或 / 抓伤 / 在 / 未 / 特指 / 场所 / ## / 手部 / 损伤
原发性 / 不孕 / 输卵管 / 因素,原发 / 不孕 / ## / 输卵管 / 起因 / 的 / 女性 / 不孕症
静脉 / 特指 / 疾患 / 右上 / 腔 / 静脉 / 狭窄,静脉 / 其他 / 特指 / 的 / 疾患 / ## / 上腔 / 静脉 / 狭窄
左侧 / 肾上腺 / 占位 / 伴 / 高血压,高血压 / ## / 肾上腺 / 占位
右 / 下肢 / 腘 / 动脉 / 血栓 / 栓塞,腘 / 动脉 / 血栓 / 形成 / ## / 腘 / 动脉 / 栓塞
左 / 跟腱 / 陈旧 / 撕裂 / 伴 / 血肿,跟腱 / 损伤
胃窦 / 多发性 / 管状腺瘤,胃 / 良性肿瘤 / ## / 管状腺瘤
左 / 乳癌 / 可疑 / 肺 / MCT3N2MxluminalB2,乳腺 / 恶性肿瘤 / ## / 癌 / ## / 肺 / 继发 / 恶性肿瘤 / ## / 转移性 / 癌 / ## / 淋巴结 / 继发 / 恶性肿瘤
慢性 / 肉芽肿 / 性炎,肉芽肿
结肠 / 腺癌,结肠 / 恶性肿瘤 / ## / 腺癌
G6PD / 缺乏 / 并 / 溶血,葡萄糖 / 6 / 磷酸 / 脱氢酶 / 缺乏 / 性贫血
左侧 / 眉弓 / 软组织 / 挫裂伤,眉弓 / 挫伤 / ## / 眉弓裂 / 伤
脂肪 / 过多,脂肪 / 过多症
贲门 / 腺癌,贲门 / 恶性肿瘤 / ## / 腺癌
双眼 / 外直 / 肌后 / 徙 / 术后,眼 / 术后
高血压 / ## / 慢性 / 肾功能 / 不全 / ## / 肾性 / 骨病 / ## / 下肢 / 静脉 / 回流 / 障碍 / ## / 肾 / 性贫血,高血压 / ## / 慢性 / 肾功能 / 不全 / ## / 肾性 / 骨病 / ## / O / ## / 肾 / 性贫血
真菌 / 团 / 倾向 / 曲菌,曲霉菌 / 病
左 / 下肢 / 左 / 髋 / 骶 / 尾部 / 压迫 / 性溃疡,压疮
瘢痕 / 性秃 / 发烧 / 后,瘢痕 / 性 / 脱发 / 瘢痕 / 性 / 毛发 / 缺失
右侧 / 甲状腺 / 滤泡 / 型 / 腺瘤 / 囊性 / 变,甲状腺 / 良性肿瘤 / ## / 滤泡 / 性 / 腺瘤
类 / 风湿性关节炎 / 并 / 肺 / 间质 / 病变 / II / 型 / 呼衰,类 / 风湿性关节炎 / ## / 间质性 / 肺病 / ## / Ⅱ / 型 / 呼吸衰竭
鞍区 / 占位 / 病变 / 垂体 / 腺瘤,脑 / 占位性 / 病变 / ## / 垂体 / 腺瘤
主动脉瓣 / 三尖瓣 / 中度 / 闭锁 / 不全,主动脉瓣 / 关闭不全 / ## / 三尖瓣 / 关闭不全
霍奇金 / 淋巴瘤 / 放疗 / 后,霍奇金 / 淋巴瘤 / ## / 恶性肿瘤 / 放疗
大 / 肠溃疡 / 型 / 中 / 分化腺癌,腺癌
左 / 卵巢 / 子宫 / 内膜 / 样癌 / 化疗 / 后,子宫 / 内膜 / 样癌 / ## / 卵巢 / 恶性肿瘤 / ## / 化学治疗
剖宫产 / 术后 / 宫内 / 早孕,剖宫产 / 史 / 的 / 妊娠
急性 / 百草 / 枯 / 中毒 / 并 / 多 / 脏器 / 功能障碍,多 / 脏器 / 功能障碍 / 综合征 / MODS / ## / 农药 / 中毒
2 / 左额 / 颞 / 顶部 / 颅骨 / 缺损 / 右 / 颞 / 右 / 枕 / 骨折,颅骨 / 骨折
卵巢 / 成熟性 / 畸胎瘤,卵巢 / 良性肿瘤 / ## / 成熟 / 型 / 畸胎瘤
十二指肠 / 占位 / 伴 / 梗阻,十二指肠 / 梗阻 / ## / 肠 / 占位
纵隔 / 27 / 组 / 右肺 / 门 / 左侧 / 锁骨 / 上 / 淋巴结 / 转移,纵隔 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 肺门 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 锁骨 / 上 / 淋巴结 / 继发 / 恶性肿瘤
残冠 / 1 / ## / 124 / ## / 根尖 / 牙周炎 / 3 / ####,根尖周炎
心功能 / 肌 / 缺血 / IV / 级,心功能 / IV / 级 / NYHA / 分级
左侧 / 腘 / 窝 / 皮下 / 肿块,下肢 / 肿物 / ## / 皮肤 / 肿物
消化道 / 其他 / 部分 / 后天性 / 缺失,后天性 / 消化道 / 部分 / 缺失
化学 / 灼伤 / 6 / 面 / 颈部 / 躯干,躯干 / 化学 / 伤
胆囊结石 / 取石 / 术后,胆囊结石 / ## / 胆囊 / 术后
右 / 下肢 / 皮肤 / 色素 / 沉着 / 伴 / 皮肤 / 破溃,皮肤 / 色素 / 沉着 / ## / 下肢 / 开放性 / 损伤
左 / 眼睑 / 皮肤 / 裂伤,眼睑 / 裂伤
肺炎 / 在 / 感染,肺炎 / ## / 肺部 / 感染
小脑 / 扁桃体 / 下 / 疝 / 畸形 / ARNOLDCHIARI / 畸形,小脑 / 扁桃体 / 下 / 疝 / 畸形 / ArnoldChiari / 综合征
下肢 / 浅 / 静脉曲张 / 术后,下肢 / 静脉曲张 / ## / 静脉曲张 / 术后
感觉 / 性多 / 神经病,其他 / 特指 / 的 / 多 / 神经病
筛 / 上颌 / 窦炎 / 鼻息肉,筛窦炎 / ## / 上颌 / 窦炎 / ## / 鼻息肉
免疫力 / 低 / 前列腺 / 肥大 / 皮炎,前列腺 / 增生 / ## / 皮炎
双侧 / 颈内 / 动脉 / 动脉瘤,颈内 / 动脉瘤
右肾 / 血管 / 平滑肌 / 瘤 / 可能,肾 / 错构瘤
乙状结肠 / 癌 / 术后 / 辅助 / 治疗 / 复查,结肠 / 术后 / ## / 乙状结肠 / 恶性肿瘤 / ## / 癌
右膝 / 髂 / 胫束 / 断裂,下肢 / 未 / 特指 / 的 / 损伤 / 水平 / 未 / 特指
重度 / 周围神经 / 病变 / 以 / 轴索 / 改变 / 为主,轴 / 索性 / 周围 / 神经病
淋巴瘤 / 复发,淋巴瘤 / ## / 恶性肿瘤 / 复发
升结肠 / 符合 / 管状腺瘤 / 乙状结肠 / 管状腺瘤,乙状结肠 / 良性肿瘤 / ## / 升结肠 / 良性肿瘤 / ## / 管状腺瘤
右肾 / 重度 / 萎缩 / 功能 / 严重 / 不全,慢性 / 肾功能 / 不全 / ## / 肾 / 萎缩
不全 / 中 / 隔 / 子宫,子宫 / 不全 / 纵隔
前列腺癌 / 复发,前列腺 / 恶性肿瘤 / ## / 癌 / ## / 恶性肿瘤 / 复发
2troca / 右侧 / 疝气 / 双侧 / 睾丸 / 固定 / 2 / 年前 / 不慎 / 跌伤,疝 / ## / 跌倒
脑缺血 / 脱髓鞘 / 锥体外系,脱髓鞘 / 性 / 脑病 / ## / 脑血管 / 供血 / 不足
GMXS / 慢性 / 肾脏病 / ckd5 / 期,慢性 / 肾脏病 / 5 / 期
